year,gender,premarital.sex,education,religion
1977,male,not wrong at all,post-secondary,Protestant
1977,male,not wrong at all,high school,Protestant
1977,female,sometimes wrong,high school,Protestant
1977,female,almost always wrong,high school,Protestant
1977,male,sometimes wrong,less than high school,Protestant
1977,female,not wrong at all,high school,Protestant
1977,female,always wrong,high school,Protestant
1977,female,sometimes wrong,post-secondary,Protestant
1977,female,sometimes wrong,high school,Protestant
1977,male,sometimes wrong,high school,Protestant
1977,female,not wrong at all,high school,Protestant
1977,male,almost always wrong,less than high school,Protestant
1977,female,sometimes wrong,high school,Protestant
1977,female,almost always wrong,less than high school,Protestant
1977,female,almost always wrong,less than high school,Protestant
1977,female,always wrong,high school,Protestant
1977,female,always wrong,high school,Protestant
1977,female,always wrong,high school,Protestant
1977,male,always wrong,high school,Catholic
1977,female,always wrong,less than high school,Catholic
1977,female,always wrong,high school,Protestant
1977,female,always wrong,high school,Protestant
1977,female,sometimes wrong,high school,Protestant
1977,male,sometimes wrong,post-secondary,Protestant
1977,female,almost always wrong,high school,Catholic
1977,female,always wrong,high school,Protestant
1977,male,always wrong,high school,Protestant
1977,female,not wrong at all,less than high school,Protestant
1977,female,sometimes wrong,high school,Protestant
1977,female,always wrong,less than high school,Protestant
1977,female,always wrong,high school,Protestant
1977,female,almost always wrong,high school,Protestant
1977,female,not wrong at all,high school,Protestant
1977,female,always wrong,high school,Protestant
1977,male,always wrong,post-secondary,Protestant
1977,female,sometimes wrong,high school,Protestant
1977,female,always wrong,less than high school,Protestant
1977,female,always wrong,high school,Protestant
1977,female,sometimes wrong,high school,Catholic
1977,male,almost always wrong,post-secondary,Protestant
1977,female,always wrong,high school,Protestant
1977,female,not wrong at all,high school,Protestant
1977,female,not wrong at all,less than high school,Catholic
1977,female,always wrong,less than high school,Protestant
1977,female,always wrong,less than high school,Protestant
1977,female,always wrong,high school,Protestant
1977,male,always wrong,post-secondary,Protestant
1977,female,always wrong,less than high school,Protestant
1977,female,not wrong at all,high school,Protestant
1977,female,sometimes wrong,less than high school,Catholic
1977,female,not wrong at all,less than high school,Protestant
1977,female,always wrong,less than high school,Catholic
1977,female,always wrong,less than high school,Catholic
1977,male,sometimes wrong,less than high school,Protestant
1977,female,always wrong,post-secondary,Protestant
1977,male,sometimes wrong,less than high school,Catholic
1977,male,sometimes wrong,less than high school,Catholic
1977,female,not wrong at all,high school,Protestant
1977,female,always wrong,high school,Catholic
1977,male,not wrong at all,high school,Protestant
1977,male,always wrong,high school,Protestant
1977,male,not wrong at all,high school,Protestant
1977,male,sometimes wrong,high school,Catholic
1977,male,always wrong,high school,Protestant
1977,male,sometimes wrong,less than high school,Protestant
1977,female,always wrong,high school,Protestant
1977,female,sometimes wrong,less than high school,Protestant
1977,female,always wrong,less than high school,Protestant
1977,male,not wrong at all,less than high school,none
1977,male,not wrong at all,high school,Catholic
1977,male,sometimes wrong,less than high school,Protestant
1977,male,sometimes wrong,high school,Protestant
1977,female,sometimes wrong,less than high school,Protestant
1977,female,always wrong,less than high school,Protestant
1977,female,sometimes wrong,high school,Protestant
1977,female,almost always wrong,less than high school,Protestant
1977,male,sometimes wrong,high school,Protestant
1977,female,always wrong,high school,Protestant
1977,male,not wrong at all,high school,Protestant
1977,female,sometimes wrong,high school,Protestant
1977,male,always wrong,high school,Protestant
1977,female,not wrong at all,high school,Protestant
1977,female,sometimes wrong,less than high school,Protestant
1977,female,always wrong,high school,Protestant
1977,female,not wrong at all,high school,Protestant
1977,female,not wrong at all,high school,Protestant
1977,male,always wrong,less than high school,Protestant
1977,female,not wrong at all,high school,Protestant
1977,male,not wrong at all,high school,none
1977,female,sometimes wrong,high school,Protestant
1977,male,not wrong at all,post-secondary,Protestant
1977,female,sometimes wrong,high school,Protestant
1977,male,not wrong at all,less than high school,Protestant
1977,male,not wrong at all,post-secondary,Protestant
1977,female,always wrong,high school,Protestant
1977,female,always wrong,less than high school,Protestant
1977,male,always wrong,high school,Protestant
1977,male,sometimes wrong,post-secondary,Protestant
1977,male,always wrong,less than high school,Protestant
1977,male,always wrong,less than high school,Protestant
1977,female,sometimes wrong,less than high school,Protestant
1977,female,always wrong,high school,Protestant
1977,female,not wrong at all,high school,Protestant
1977,male,almost always wrong,high school,none
1977,male,not wrong at all,post-secondary,Protestant
1977,female,not wrong at all,post-secondary,Protestant
1977,male,not wrong at all,post-secondary,Catholic
1977,female,always wrong,high school,Protestant
1977,female,sometimes wrong,high school,Protestant
1977,female,almost always wrong,post-secondary,Protestant
1977,female,almost always wrong,less than high school,Protestant
1977,female,not wrong at all,high school,Protestant
1977,male,not wrong at all,high school,none
1977,female,sometimes wrong,post-secondary,Catholic
1977,female,not wrong at all,high school,Protestant
1977,male,not wrong at all,high school,Catholic
1977,female,not wrong at all,high school,Protestant
1977,male,not wrong at all,high school,Protestant
1977,female,not wrong at all,post-secondary,Catholic
1977,female,always wrong,post-secondary,Protestant
1977,female,always wrong,post-secondary,Catholic
1977,female,almost always wrong,high school,Protestant
1977,male,not wrong at all,high school,Catholic
1977,female,not wrong at all,high school,other
1977,female,not wrong at all,high school,Protestant
1977,female,sometimes wrong,high school,Catholic
1977,female,not wrong at all,high school,Catholic
1977,male,not wrong at all,high school,other
1977,female,not wrong at all,less than high school,Protestant
1977,male,sometimes wrong,less than high school,Catholic
1977,male,not wrong at all,less than high school,Jewish
1977,male,always wrong,high school,Catholic
1977,female,always wrong,less than high school,Protestant
1977,male,not wrong at all,high school,Protestant
1977,female,not wrong at all,high school,Catholic
1977,female,always wrong,less than high school,Catholic
1977,female,not wrong at all,high school,Protestant
1977,female,almost always wrong,high school,Protestant
1977,male,not wrong at all,high school,Protestant
1977,female,sometimes wrong,high school,Protestant
1977,female,not wrong at all,high school,Catholic
1977,female,sometimes wrong,high school,Protestant
1977,male,not wrong at all,high school,none
1977,male,not wrong at all,high school,Protestant
1977,male,almost always wrong,post-secondary,other
1977,male,not wrong at all,high school,Catholic
1977,female,not wrong at all,high school,Catholic
1977,female,sometimes wrong,high school,Jewish
1977,female,not wrong at all,high school,Jewish
1977,male,almost always wrong,high school,Protestant
1977,male,always wrong,high school,Protestant
1977,female,not wrong at all,high school,Protestant
1977,male,not wrong at all,high school,Catholic
1977,male,sometimes wrong,post-secondary,Protestant
1977,male,not wrong at all,high school,Protestant
1977,male,not wrong at all,high school,none
1977,female,always wrong,less than high school,Catholic
1977,male,always wrong,high school,Protestant
1977,male,not wrong at all,high school,Protestant
1977,female,not wrong at all,post-secondary,Protestant
1977,male,not wrong at all,less than high school,Protestant
1977,female,not wrong at all,high school,none
1977,male,not wrong at all,post-secondary,none
1977,male,sometimes wrong,post-secondary,Protestant
1977,male,sometimes wrong,post-secondary,Protestant
1977,female,not wrong at all,high school,none
1977,male,not wrong at all,post-secondary,Catholic
1977,female,sometimes wrong,post-secondary,Protestant
1977,female,almost always wrong,less than high school,Catholic
1977,male,not wrong at all,high school,Protestant
1977,female,almost always wrong,high school,Catholic
1977,female,always wrong,less than high school,Protestant
1977,female,sometimes wrong,less than high school,none
1977,female,almost always wrong,post-secondary,Protestant
1977,female,not wrong at all,high school,Protestant
1977,female,always wrong,less than high school,other
1977,male,sometimes wrong,less than high school,Protestant
1977,female,always wrong,less than high school,Protestant
1977,female,sometimes wrong,less than high school,Protestant
1977,female,not wrong at all,high school,Protestant
1977,female,almost always wrong,high school,Catholic
1977,male,not wrong at all,high school,none
1977,male,always wrong,less than high school,Protestant
1977,male,not wrong at all,less than high school,Protestant
1977,female,always wrong,high school,Protestant
1977,female,sometimes wrong,less than high school,Catholic
1977,male,not wrong at all,high school,Protestant
1977,male,sometimes wrong,high school,Protestant
1977,female,not wrong at all,high school,Protestant
1977,female,always wrong,high school,Protestant
1977,male,almost always wrong,less than high school,Catholic
1977,female,always wrong,less than high school,Catholic
1977,male,sometimes wrong,less than high school,Jewish
1977,male,always wrong,less than high school,Catholic
1977,female,sometimes wrong,less than high school,Protestant
1977,female,always wrong,less than high school,Protestant
1977,male,sometimes wrong,post-secondary,Protestant
1977,female,always wrong,less than high school,Protestant
1977,female,not wrong at all,less than high school,Protestant
1977,female,not wrong at all,high school,Protestant
1977,female,not wrong at all,high school,Protestant
1977,male,always wrong,high school,Protestant
1977,female,not wrong at all,high school,Catholic
1977,male,not wrong at all,high school,Protestant
1977,female,always wrong,post-secondary,Catholic
1977,male,not wrong at all,high school,Protestant
1977,male,always wrong,less than high school,Protestant
1977,female,sometimes wrong,less than high school,Catholic
1977,female,not wrong at all,high school,Protestant
1977,male,sometimes wrong,high school,Catholic
1977,male,not wrong at all,high school,Jewish
1977,female,not wrong at all,high school,Protestant
1977,male,almost always wrong,less than high school,Protestant
1977,female,not wrong at all,high school,Protestant
1977,female,almost always wrong,high school,Protestant
1977,male,not wrong at all,high school,Catholic
1977,female,sometimes wrong,high school,Protestant
1977,female,sometimes wrong,less than high school,Protestant
1977,male,not wrong at all,high school,Protestant
1977,male,not wrong at all,high school,Protestant
1977,male,sometimes wrong,post-secondary,Jewish
1977,female,not wrong at all,high school,Protestant
1977,female,sometimes wrong,high school,Protestant
1977,female,not wrong at all,high school,Protestant
1977,male,not wrong at all,less than high school,Protestant
1977,male,sometimes wrong,high school,Protestant
1977,female,almost always wrong,high school,Protestant
1977,male,almost always wrong,post-secondary,Protestant
1977,female,sometimes wrong,less than high school,Protestant
1977,male,sometimes wrong,post-secondary,Catholic
1977,female,not wrong at all,post-secondary,Catholic
1977,female,always wrong,high school,Protestant
1977,female,almost always wrong,less than high school,Protestant
1977,male,sometimes wrong,high school,Protestant
1977,female,always wrong,high school,Catholic
1977,female,sometimes wrong,high school,Protestant
1977,female,always wrong,high school,Protestant
1977,male,almost always wrong,high school,Protestant
1977,female,not wrong at all,less than high school,Catholic
1977,female,sometimes wrong,post-secondary,Catholic
1977,male,almost always wrong,high school,Protestant
1977,male,almost always wrong,less than high school,Protestant
1977,male,sometimes wrong,less than high school,Catholic
1977,male,not wrong at all,less than high school,Catholic
1977,female,not wrong at all,high school,Protestant
1977,male,not wrong at all,high school,Catholic
1977,female,sometimes wrong,high school,Protestant
1977,male,sometimes wrong,post-secondary,Catholic
1977,female,not wrong at all,post-secondary,Protestant
1977,male,sometimes wrong,post-secondary,Catholic
1977,female,not wrong at all,post-secondary,Catholic
1977,male,not wrong at all,less than high school,Catholic
1977,male,always wrong,high school,Protestant
1977,male,always wrong,high school,Catholic
1977,female,always wrong,high school,Protestant
1977,female,always wrong,less than high school,Catholic
1977,male,not wrong at all,high school,Protestant
1977,male,not wrong at all,high school,Protestant
1977,female,sometimes wrong,high school,Protestant
1977,male,sometimes wrong,post-secondary,Protestant
1977,female,sometimes wrong,less than high school,Protestant
1977,male,always wrong,less than high school,Catholic
1977,female,not wrong at all,high school,Protestant
1977,female,sometimes wrong,high school,Catholic
1977,female,always wrong,high school,Catholic
1977,male,always wrong,less than high school,Catholic
1977,female,sometimes wrong,high school,Catholic
1977,female,sometimes wrong,high school,Catholic
1977,male,not wrong at all,high school,Protestant
1977,female,almost always wrong,less than high school,Protestant
1977,female,always wrong,less than high school,Catholic
1977,male,not wrong at all,high school,Protestant
1977,male,sometimes wrong,post-secondary,Protestant
1977,male,sometimes wrong,high school,Catholic
1977,male,not wrong at all,post-secondary,none
1977,male,not wrong at all,post-secondary,none
1977,male,almost always wrong,less than high school,Protestant
1977,male,almost always wrong,high school,Protestant
1977,female,not wrong at all,less than high school,Protestant
1977,male,always wrong,high school,Protestant
1977,female,always wrong,less than high school,Protestant
1977,female,not wrong at all,less than high school,Protestant
1977,male,not wrong at all,high school,Protestant
1977,male,always wrong,high school,Protestant
1977,male,not wrong at all,less than high school,Protestant
1977,male,not wrong at all,high school,Protestant
1977,male,not wrong at all,less than high school,Protestant
1977,male,always wrong,post-secondary,Catholic
1977,male,always wrong,less than high school,Protestant
1977,female,always wrong,less than high school,Catholic
1977,male,not wrong at all,high school,none
1977,male,sometimes wrong,post-secondary,Protestant
1977,male,always wrong,less than high school,Protestant
1977,male,always wrong,less than high school,Protestant
1977,male,not wrong at all,less than high school,Protestant
1977,male,almost always wrong,post-secondary,Protestant
1977,male,always wrong,less than high school,Protestant
1977,female,always wrong,less than high school,Protestant
1977,male,not wrong at all,less than high school,Protestant
1977,female,almost always wrong,less than high school,Protestant
1977,female,always wrong,less than high school,Protestant
1977,male,always wrong,high school,Protestant
1977,female,always wrong,post-secondary,Protestant
1977,male,almost always wrong,post-secondary,Protestant
1977,male,always wrong,less than high school,Protestant
1977,female,always wrong,high school,Protestant
1977,female,almost always wrong,post-secondary,Catholic
1977,female,always wrong,less than high school,Protestant
1977,female,sometimes wrong,high school,Catholic
1977,female,almost always wrong,high school,Protestant
1977,female,almost always wrong,high school,Protestant
1977,female,always wrong,high school,Protestant
1977,female,sometimes wrong,less than high school,Protestant
1977,male,always wrong,less than high school,Protestant
1977,female,always wrong,less than high school,Protestant
1977,female,always wrong,less than high school,Protestant
1977,female,not wrong at all,less than high school,Protestant
1977,female,always wrong,less than high school,Protestant
1977,male,sometimes wrong,post-secondary,Protestant
1977,female,always wrong,high school,Protestant
1977,male,not wrong at all,high school,Protestant
1977,female,sometimes wrong,high school,Protestant
1977,male,sometimes wrong,post-secondary,Protestant
1977,female,not wrong at all,high school,Protestant
1977,female,always wrong,less than high school,Protestant
1977,male,always wrong,less than high school,Protestant
1977,male,not wrong at all,less than high school,Protestant
1977,female,not wrong at all,less than high school,Protestant
1977,female,always wrong,high school,Protestant
1977,female,not wrong at all,less than high school,Protestant
1977,male,always wrong,post-secondary,Catholic
1977,female,always wrong,high school,Protestant
1977,female,always wrong,high school,Catholic
1977,female,almost always wrong,high school,Jewish
1977,male,always wrong,high school,Catholic
1977,male,not wrong at all,less than high school,Protestant
1977,female,not wrong at all,high school,Protestant
1977,male,sometimes wrong,less than high school,Protestant
1977,female,not wrong at all,high school,Protestant
1977,female,always wrong,less than high school,Protestant
1977,female,always wrong,less than high school,Protestant
1977,female,almost always wrong,less than high school,Protestant
1977,female,almost always wrong,high school,Protestant
1977,female,always wrong,high school,Protestant
1977,female,sometimes wrong,less than high school,Protestant
1977,female,not wrong at all,less than high school,Protestant
1977,male,always wrong,less than high school,Protestant
1977,female,always wrong,less than high school,Protestant
1977,female,sometimes wrong,less than high school,Protestant
1977,female,not wrong at all,high school,Protestant
1977,male,sometimes wrong,high school,Protestant
1977,female,not wrong at all,high school,Catholic
1977,female,not wrong at all,less than high school,Protestant
1977,female,sometimes wrong,high school,Catholic
1977,male,not wrong at all,high school,Protestant
1977,male,sometimes wrong,post-secondary,Catholic
1977,female,sometimes wrong,high school,Protestant
1977,male,sometimes wrong,post-secondary,Protestant
1977,female,not wrong at all,high school,Protestant
1977,male,sometimes wrong,high school,Protestant
1977,male,always wrong,less than high school,Protestant
1977,female,not wrong at all,high school,Catholic
1977,female,always wrong,high school,Protestant
1977,female,not wrong at all,high school,Catholic
1977,male,not wrong at all,high school,none
1977,male,not wrong at all,high school,Protestant
1977,male,not wrong at all,less than high school,Protestant
1977,female,sometimes wrong,less than high school,Protestant
1977,female,always wrong,less than high school,Protestant
1977,female,sometimes wrong,high school,Catholic
1977,male,not wrong at all,high school,Protestant
1977,female,not wrong at all,high school,Protestant
1977,female,not wrong at all,high school,Protestant
1977,male,not wrong at all,less than high school,Protestant
1977,male,always wrong,less than high school,Protestant
1977,female,almost always wrong,less than high school,Protestant
1977,female,not wrong at all,high school,Protestant
1977,female,always wrong,less than high school,Catholic
1977,male,not wrong at all,high school,Protestant
1977,female,always wrong,post-secondary,Protestant
1977,female,always wrong,less than high school,Catholic
1977,female,always wrong,less than high school,Protestant
1977,male,not wrong at all,high school,Protestant
1977,female,always wrong,less than high school,Protestant
1977,male,almost always wrong,post-secondary,Catholic
1977,female,not wrong at all,high school,Protestant
1977,female,sometimes wrong,high school,Protestant
1977,female,always wrong,post-secondary,Protestant
1977,female,always wrong,high school,Protestant
1977,male,sometimes wrong,high school,Protestant
1977,female,always wrong,post-secondary,Protestant
1977,male,always wrong,less than high school,Protestant
1977,female,not wrong at all,high school,Protestant
1977,female,always wrong,less than high school,Protestant
1977,male,always wrong,high school,Catholic
1977,female,always wrong,high school,Protestant
1977,male,not wrong at all,high school,Protestant
1977,female,always wrong,less than high school,Protestant
1977,female,always wrong,high school,Protestant
1977,female,always wrong,less than high school,Protestant
1977,female,always wrong,less than high school,Protestant
1977,male,always wrong,high school,Protestant
1977,female,always wrong,less than high school,Protestant
1977,female,not wrong at all,high school,Protestant
1977,female,sometimes wrong,less than high school,Protestant
1977,female,always wrong,high school,Catholic
1977,male,not wrong at all,high school,Protestant
1977,male,sometimes wrong,high school,Protestant
1977,female,always wrong,less than high school,Protestant
1977,male,sometimes wrong,high school,Protestant
1977,male,not wrong at all,high school,Catholic
1977,female,always wrong,less than high school,Protestant
1977,female,always wrong,less than high school,Protestant
1977,female,always wrong,less than high school,Catholic
1977,male,always wrong,high school,Protestant
1977,male,sometimes wrong,high school,Protestant
1977,male,not wrong at all,high school,Protestant
1977,female,always wrong,high school,Protestant
1977,male,not wrong at all,high school,Catholic
1977,female,always wrong,less than high school,Protestant
1977,female,sometimes wrong,high school,Protestant
1977,male,always wrong,high school,Protestant
1977,female,sometimes wrong,high school,Protestant
1977,female,always wrong,less than high school,Protestant
1977,female,always wrong,less than high school,Protestant
1977,male,always wrong,less than high school,Protestant
1977,male,always wrong,less than high school,Protestant
1977,female,always wrong,less than high school,Protestant
1977,female,always wrong,high school,Protestant
1977,female,always wrong,post-secondary,Protestant
1977,female,always wrong,less than high school,Protestant
1977,male,almost always wrong,high school,Protestant
1977,female,always wrong,less than high school,Protestant
1977,male,sometimes wrong,high school,Protestant
1977,female,always wrong,high school,Protestant
1977,female,always wrong,high school,Protestant
1977,female,sometimes wrong,less than high school,Protestant
1977,female,always wrong,post-secondary,Protestant
1977,female,always wrong,high school,Protestant
1977,male,not wrong at all,high school,Protestant
1977,male,always wrong,high school,Protestant
1977,male,not wrong at all,less than high school,Protestant
1977,female,almost always wrong,high school,Protestant
1977,female,always wrong,high school,Catholic
1977,female,sometimes wrong,high school,Catholic
1977,male,sometimes wrong,less than high school,Catholic
1977,female,not wrong at all,high school,Catholic
1977,male,sometimes wrong,high school,Catholic
1977,male,not wrong at all,less than high school,Catholic
1977,male,not wrong at all,high school,Protestant
1977,female,sometimes wrong,high school,Catholic
1977,female,sometimes wrong,high school,Protestant
1977,female,not wrong at all,high school,Catholic
1977,female,always wrong,less than high school,Catholic
1977,male,not wrong at all,less than high school,Catholic
1977,male,not wrong at all,high school,Protestant
1977,male,always wrong,high school,Catholic
1977,female,sometimes wrong,post-secondary,Protestant
1977,female,not wrong at all,high school,Jewish
1977,female,sometimes wrong,post-secondary,Catholic
1977,female,always wrong,less than high school,Catholic
1977,female,always wrong,post-secondary,Catholic
1977,female,sometimes wrong,high school,none
1977,male,sometimes wrong,high school,none
1977,male,sometimes wrong,post-secondary,Protestant
1977,female,not wrong at all,post-secondary,Catholic
1977,female,always wrong,high school,Protestant
1977,male,not wrong at all,less than high school,none
1977,male,not wrong at all,post-secondary,none
1977,female,almost always wrong,post-secondary,Protestant
1977,female,sometimes wrong,less than high school,Catholic
1977,male,sometimes wrong,less than high school,Protestant
1977,male,not wrong at all,high school,Protestant
1977,female,sometimes wrong,high school,Catholic
1977,male,sometimes wrong,less than high school,Protestant
1977,female,sometimes wrong,post-secondary,Jewish
1977,male,not wrong at all,post-secondary,none
1977,female,not wrong at all,high school,Protestant
1977,male,not wrong at all,high school,other
1977,female,almost always wrong,less than high school,Catholic
1977,male,not wrong at all,post-secondary,Protestant
1977,female,always wrong,less than high school,Catholic
1977,male,almost always wrong,high school,Protestant
1977,male,always wrong,less than high school,Catholic
1977,male,always wrong,less than high school,Catholic
1977,female,always wrong,post-secondary,Protestant
1977,female,sometimes wrong,less than high school,Catholic
1977,female,sometimes wrong,less than high school,Protestant
1977,male,always wrong,high school,Catholic
1977,female,always wrong,high school,Protestant
1977,male,not wrong at all,high school,Jewish
1977,male,almost always wrong,high school,Catholic
1977,female,sometimes wrong,high school,Catholic
1977,male,sometimes wrong,post-secondary,Catholic
1977,female,not wrong at all,high school,Protestant
1977,female,sometimes wrong,high school,Protestant
1977,female,sometimes wrong,less than high school,Protestant
1977,male,not wrong at all,high school,Catholic
1977,male,sometimes wrong,high school,Protestant
1977,male,not wrong at all,high school,Catholic
1977,female,sometimes wrong,less than high school,Protestant
1977,female,not wrong at all,high school,Protestant
1977,male,sometimes wrong,less than high school,Catholic
1977,female,not wrong at all,post-secondary,Jewish
1977,male,not wrong at all,high school,Jewish
1977,male,not wrong at all,post-secondary,none
1977,female,almost always wrong,high school,Protestant
1977,female,not wrong at all,high school,Catholic
1977,male,always wrong,less than high school,Protestant
1977,female,always wrong,high school,Protestant
1977,female,not wrong at all,high school,Protestant
1977,male,not wrong at all,less than high school,Protestant
1977,female,sometimes wrong,high school,Protestant
1977,female,always wrong,high school,Protestant
1977,male,sometimes wrong,less than high school,Protestant
1977,female,not wrong at all,less than high school,Protestant
1977,female,always wrong,high school,Catholic
1977,male,sometimes wrong,high school,Protestant
1977,female,always wrong,high school,Protestant
1977,female,always wrong,high school,Protestant
1977,female,sometimes wrong,high school,Protestant
1977,male,sometimes wrong,less than high school,Catholic
1977,female,always wrong,high school,Protestant
1977,female,always wrong,less than high school,Catholic
1977,female,always wrong,less than high school,Protestant
1977,male,not wrong at all,high school,Catholic
1977,female,sometimes wrong,less than high school,Catholic
1977,female,sometimes wrong,less than high school,Catholic
1977,female,always wrong,high school,none
1977,female,sometimes wrong,less than high school,Catholic
1977,female,not wrong at all,post-secondary,Protestant
1977,male,not wrong at all,post-secondary,none
1977,female,always wrong,less than high school,Catholic
1977,female,sometimes wrong,post-secondary,Protestant
1977,female,not wrong at all,post-secondary,Catholic
1977,male,always wrong,post-secondary,Protestant
1977,female,sometimes wrong,post-secondary,Protestant
1977,female,sometimes wrong,high school,Catholic
1977,female,always wrong,less than high school,Catholic
1977,female,sometimes wrong,high school,Catholic
1977,male,not wrong at all,less than high school,Protestant
1977,female,sometimes wrong,less than high school,Catholic
1977,male,not wrong at all,high school,none
1977,male,always wrong,high school,Protestant
1977,male,not wrong at all,less than high school,Protestant
1977,female,almost always wrong,high school,Protestant
1977,male,not wrong at all,less than high school,Protestant
1977,female,not wrong at all,high school,Catholic
1977,male,almost always wrong,post-secondary,other
1977,female,not wrong at all,post-secondary,Catholic
1977,male,always wrong,post-secondary,Jewish
1977,female,always wrong,high school,Protestant
1977,male,not wrong at all,high school,Protestant
1977,female,sometimes wrong,post-secondary,Catholic
1977,male,sometimes wrong,post-secondary,Protestant
1977,male,not wrong at all,less than high school,Protestant
1977,female,almost always wrong,less than high school,Protestant
1977,male,always wrong,post-secondary,Protestant
1977,male,sometimes wrong,less than high school,other
1977,male,sometimes wrong,less than high school,Catholic
1977,male,sometimes wrong,high school,Catholic
1977,male,not wrong at all,high school,Catholic
1977,male,not wrong at all,less than high school,Catholic
1977,male,sometimes wrong,high school,Catholic
1977,male,always wrong,less than high school,Catholic
1977,male,sometimes wrong,high school,Protestant
1977,female,almost always wrong,high school,Protestant
1977,female,not wrong at all,high school,none
1977,male,not wrong at all,post-secondary,Protestant
1977,female,not wrong at all,post-secondary,Catholic
1977,female,not wrong at all,high school,Protestant
1977,male,sometimes wrong,post-secondary,none
1977,male,always wrong,post-secondary,Protestant
1977,male,sometimes wrong,post-secondary,Catholic
1977,male,always wrong,high school,Catholic
1977,female,not wrong at all,post-secondary,Jewish
1977,female,always wrong,high school,Protestant
1977,male,not wrong at all,high school,Catholic
1977,female,sometimes wrong,high school,Protestant
1977,male,always wrong,high school,Catholic
1977,female,always wrong,less than high school,Protestant
1977,male,not wrong at all,post-secondary,Catholic
1977,female,always wrong,high school,Catholic
1977,female,always wrong,high school,Protestant
1977,male,sometimes wrong,high school,Catholic
1977,male,not wrong at all,high school,Protestant
1977,female,almost always wrong,post-secondary,Protestant
1977,male,not wrong at all,high school,Catholic
1977,female,always wrong,post-secondary,Catholic
1977,male,sometimes wrong,post-secondary,none
1977,male,almost always wrong,high school,Catholic
1977,male,not wrong at all,high school,Catholic
1977,male,not wrong at all,high school,none
1977,female,sometimes wrong,high school,Protestant
1977,male,not wrong at all,high school,Protestant
1977,female,not wrong at all,post-secondary,Protestant
1977,male,not wrong at all,post-secondary,Protestant
1977,male,not wrong at all,less than high school,Protestant
1977,female,not wrong at all,less than high school,Protestant
1977,male,not wrong at all,high school,Protestant
1977,male,sometimes wrong,high school,Protestant
1977,male,sometimes wrong,less than high school,Protestant
1977,female,not wrong at all,less than high school,Protestant
1977,male,sometimes wrong,less than high school,Protestant
1977,male,not wrong at all,post-secondary,Catholic
1977,male,sometimes wrong,post-secondary,none
1977,female,not wrong at all,high school,Catholic
1977,male,always wrong,less than high school,Catholic
1977,female,almost always wrong,high school,Catholic
1977,male,sometimes wrong,high school,Catholic
1977,female,always wrong,high school,Catholic
1977,female,almost always wrong,high school,Catholic
1977,female,not wrong at all,high school,Catholic
1977,male,not wrong at all,post-secondary,Protestant
1977,female,almost always wrong,high school,Protestant
1977,female,almost always wrong,post-secondary,Protestant
1977,male,always wrong,less than high school,Catholic
1977,male,sometimes wrong,high school,Catholic
1977,female,always wrong,high school,Protestant
1977,female,not wrong at all,less than high school,none
1977,male,sometimes wrong,high school,Catholic
1977,male,not wrong at all,high school,Protestant
1977,female,not wrong at all,high school,Catholic
1977,male,not wrong at all,high school,Catholic
1977,male,almost always wrong,less than high school,Protestant
1977,female,sometimes wrong,less than high school,Protestant
1977,male,almost always wrong,high school,Catholic
1977,female,sometimes wrong,high school,Protestant
1977,female,not wrong at all,high school,Catholic
1977,female,almost always wrong,high school,Catholic
1977,female,not wrong at all,high school,Protestant
1977,male,sometimes wrong,post-secondary,Protestant
1977,female,not wrong at all,post-secondary,Protestant
1977,female,not wrong at all,high school,Catholic
1977,female,always wrong,high school,Protestant
1977,male,always wrong,post-secondary,Protestant
1977,male,not wrong at all,high school,Protestant
1977,male,almost always wrong,less than high school,Catholic
1977,male,sometimes wrong,less than high school,Protestant
1977,male,not wrong at all,high school,Catholic
1977,female,always wrong,less than high school,Protestant
1977,female,always wrong,less than high school,Protestant
1977,male,sometimes wrong,less than high school,Protestant
1977,male,always wrong,high school,Protestant
1977,female,not wrong at all,less than high school,none
1977,male,not wrong at all,less than high school,Protestant
1977,male,sometimes wrong,less than high school,Protestant
1977,male,not wrong at all,less than high school,Protestant
1977,female,almost always wrong,less than high school,Protestant
1977,female,always wrong,high school,Protestant
1977,male,always wrong,less than high school,Catholic
1977,male,not wrong at all,post-secondary,Catholic
1977,male,almost always wrong,post-secondary,Protestant
1977,male,not wrong at all,post-secondary,Protestant
1977,female,always wrong,high school,Protestant
1977,male,almost always wrong,post-secondary,Protestant
1977,female,always wrong,post-secondary,Protestant
1977,female,always wrong,high school,Protestant
1977,female,not wrong at all,post-secondary,Catholic
1977,female,sometimes wrong,high school,none
1977,male,always wrong,high school,Catholic
1977,male,not wrong at all,high school,Protestant
1977,female,almost always wrong,high school,Protestant
1977,male,not wrong at all,post-secondary,Catholic
1977,male,almost always wrong,post-secondary,Protestant
1977,female,not wrong at all,high school,Protestant
1977,female,always wrong,high school,Protestant
1977,female,sometimes wrong,high school,Protestant
1977,male,sometimes wrong,post-secondary,Protestant
1977,male,sometimes wrong,post-secondary,Protestant
1977,female,always wrong,less than high school,Protestant
1977,male,sometimes wrong,less than high school,none
1977,female,always wrong,less than high school,Catholic
1977,female,sometimes wrong,high school,Protestant
1977,female,almost always wrong,post-secondary,Protestant
1977,male,always wrong,less than high school,Catholic
1977,male,sometimes wrong,post-secondary,Protestant
1977,female,always wrong,less than high school,Catholic
